instant,season,year,month,hour,holiday,weekday,working_day,weather_sit,temp, feeling_temp,hum,wind_speed,casual,registered,datetime,cnt
4549,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,33,80,2011-07-13 10:00:00,113
4550,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,55,110,2011-07-13 11:00:00,165
4551,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,40,134,2011-07-13 12:00:00,174
4552,3,0,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,39,119,2011-07-13 13:00:00,158
4553,3,0,7,14,0,3,1,3,0.82,0.7576,0.46,0.1343,27,89,2011-07-13 14:00:00,116
4554,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,13,33,2011-07-13 15:00:00,46
4555,3,0,7,16,0,3,1,2,0.66,0.5909,0.89,0.0,23,118,2011-07-13 16:00:00,141
4556,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0.0,70,418,2011-07-13 17:00:00,488
4557,3,0,7,18,0,3,1,1,0.72,0.697,0.79,0.1343,51,412,2011-07-13 18:00:00,463
4558,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,79,340,2011-07-13 19:00:00,419
4559,3,0,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,61,281,2011-07-13 20:00:00,342
4560,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,56,194,2011-07-13 21:00:00,250
4561,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,48,136,2011-07-13 22:00:00,184
4562,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,33,83,2011-07-13 23:00:00,116
4563,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,14,32,2011-07-14 00:00:00,46
4564,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,4,21,2011-07-14 01:00:00,25
4565,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,3,7,2011-07-14 02:00:00,10
4566,3,0,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,1,5,2011-07-14 03:00:00,6
4567,3,0,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537,0,6,2011-07-14 04:00:00,6
4568,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22,2011-07-14 05:00:00,28
4569,3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,14,116,2011-07-14 06:00:00,130
4570,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,23,311,2011-07-14 07:00:00,334
4571,3,0,7,8,0,4,1,1,0.64,0.6212,0.5,0.3582,53,433,2011-07-14 08:00:00,486
4572,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,29,195,2011-07-14 09:00:00,224
4573,3,0,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,32,95,2011-07-14 10:00:00,127
4574,3,0,7,11,0,4,1,1,0.72,0.6515,0.37,0.2239,38,110,2011-07-14 11:00:00,148
4575,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,51,172,2011-07-14 12:00:00,223
4576,3,0,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,39,138,2011-07-14 13:00:00,177
4577,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,49,129,2011-07-14 14:00:00,178
4578,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138,2011-07-14 15:00:00,180
4579,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231,2011-07-14 16:00:00,274
4580,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,78,517,2011-07-14 17:00:00,595
4581,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,94,484,2011-07-14 18:00:00,578
4582,3,0,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,67,333,2011-07-14 19:00:00,400
4583,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,81,267,2011-07-14 20:00:00,348
4584,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,58,203,2011-07-14 21:00:00,261
4585,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,42,134,2011-07-14 22:00:00,176
4586,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97,2011-07-14 23:00:00,124
4587,3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,23,57,2011-07-15 00:00:00,80
4588,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,7,13,2011-07-15 01:00:00,20
4589,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,16,22,2011-07-15 02:00:00,38
4590,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,1,6,2011-07-15 03:00:00,7
4591,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,2,8,2011-07-15 04:00:00,10
4592,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,7,16,2011-07-15 05:00:00,23
4593,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,12,108,2011-07-15 06:00:00,120
4594,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,17,257,2011-07-15 07:00:00,274
4595,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,50,514,2011-07-15 08:00:00,564
4596,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,31,176,2011-07-15 09:00:00,207
4597,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,59,107,2011-07-15 10:00:00,166
4598,3,0,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,73,137,2011-07-15 11:00:00,210
4599,3,0,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,61,177,2011-07-15 12:00:00,238
4600,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,85,162,2011-07-15 13:00:00,247
4601,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,105,160,2011-07-15 14:00:00,265
4602,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,74,163,2011-07-15 15:00:00,237
4603,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,96,265,2011-07-15 16:00:00,361
4604,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,104,483,2011-07-15 17:00:00,587
4605,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,102,394,2011-07-15 18:00:00,496
4606,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,114,280,2011-07-15 19:00:00,394
4607,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,92,251,2011-07-15 20:00:00,343
4608,3,0,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,75,186,2011-07-15 21:00:00,261
4609,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,71,152,2011-07-15 22:00:00,223
4610,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126,2011-07-15 23:00:00,167
4611,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,42,68,2011-07-16 00:00:00,110
4612,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,24,51,2011-07-16 01:00:00,75
4613,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,10,48,2011-07-16 02:00:00,58
4614,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20,2011-07-16 03:00:00,26
4615,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,9,7,2011-07-16 04:00:00,16
4616,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,4,6,2011-07-16 05:00:00,10
4617,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,16,21,2011-07-16 06:00:00,37
4618,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,14,38,2011-07-16 07:00:00,52
4619,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,37,90,2011-07-16 08:00:00,127
4620,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,72,150,2011-07-16 09:00:00,222
4621,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208,2011-07-16 10:00:00,322
4622,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,171,225,2011-07-16 11:00:00,396
4623,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,187,276,2011-07-16 12:00:00,463
4624,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,221,276,2011-07-16 13:00:00,497
4625,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,201,232,2011-07-16 14:00:00,433
4626,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,2011-07-16 15:00:00,428
4627,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,183,242,2011-07-16 16:00:00,425
4628,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241,2011-07-16 17:00:00,475
4629,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,185,243,2011-07-16 18:00:00,428
4630,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,164,242,2011-07-16 19:00:00,406
4631,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,108,188,2011-07-16 20:00:00,296
4632,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,85,167,2011-07-16 21:00:00,252
4633,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,65,136,2011-07-16 22:00:00,201
4634,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,61,107,2011-07-16 23:00:00,168
4635,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,34,91,2011-07-17 00:00:00,125
4636,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,16,86,2011-07-17 01:00:00,102
4637,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,28,66,2011-07-17 02:00:00,94
4638,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,21,26,2011-07-17 03:00:00,47
4639,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,4,6,2011-07-17 04:00:00,10
4640,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8,2011-07-17 05:00:00,12
4641,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,10,11,2011-07-17 06:00:00,21
4642,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,20,30,2011-07-17 07:00:00,50
4643,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,45,73,2011-07-17 08:00:00,118
4644,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,74,110,2011-07-17 09:00:00,184
4645,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,2011-07-17 10:00:00,304
4646,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244,2011-07-17 11:00:00,391
4647,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243,2011-07-17 12:00:00,420
4648,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272,2011-07-17 13:00:00,472
4649,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,168,262,2011-07-17 14:00:00,430
4650,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,129,195,2011-07-17 15:00:00,324
4651,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,129,188,2011-07-17 16:00:00,317
4652,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,133,236,2011-07-17 17:00:00,369
4653,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,147,243,2011-07-17 18:00:00,390
4654,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,145,234,2011-07-17 19:00:00,379
4655,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,2011-07-17 20:00:00,262
4656,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148,2011-07-17 21:00:00,207
4657,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,2011-07-17 22:00:00,181
4658,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,2011-07-17 23:00:00,93
4659,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,2011-07-18 00:00:00,51
4660,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8,2011-07-18 01:00:00,25
4661,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8,2011-07-18 02:00:00,10
4662,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4,2011-07-18 03:00:00,7
4663,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3,2011-07-18 04:00:00,4
4664,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,2011-07-18 05:00:00,17
4665,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95,2011-07-18 06:00:00,105
4666,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,2011-07-18 07:00:00,277
4667,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,18,329,2011-07-18 08:00:00,347
4668,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,33,170,2011-07-18 09:00:00,203
4669,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,52,78,2011-07-18 10:00:00,130
4670,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,42,99,2011-07-18 11:00:00,141
4671,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,39,126,2011-07-18 12:00:00,165
4672,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,2011-07-18 13:00:00,152
4673,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,32,106,2011-07-18 14:00:00,138
4674,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,2011-07-18 15:00:00,164
4675,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,45,220,2011-07-18 16:00:00,265
4676,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,2011-07-18 17:00:00,545
4677,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,80,478,2011-07-18 18:00:00,558
4678,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,2011-07-18 19:00:00,398
4679,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,2011-07-18 20:00:00,323
4680,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,48,154,2011-07-18 21:00:00,202
4681,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104,2011-07-18 22:00:00,140
4682,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,32,59,2011-07-18 23:00:00,91
4683,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,2011-07-19 00:00:00,51
4684,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,7,6,2011-07-19 01:00:00,13
4685,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,2011-07-19 02:00:00,13
4686,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,2011-07-19 03:00:00,3
4687,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,1,4,2011-07-19 04:00:00,5
4688,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,2011-07-19 05:00:00,19
4689,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,2011-07-19 06:00:00,134
4690,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,28,287,2011-07-19 07:00:00,315
4691,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,2011-07-19 08:00:00,412
4692,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,2011-07-19 09:00:00,199
4693,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,2011-07-19 10:00:00,141
4694,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0.0,29,98,2011-07-19 11:00:00,127
4695,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,2011-07-19 12:00:00,153
4696,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,33,139,2011-07-19 13:00:00,172
4697,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,41,111,2011-07-19 14:00:00,152
4698,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,48,110,2011-07-19 15:00:00,158
4699,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,2011-07-19 16:00:00,277
4700,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0.0,68,445,2011-07-19 17:00:00,513
4701,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,80,450,2011-07-19 18:00:00,530
4702,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,54,334,2011-07-19 19:00:00,388
4703,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,2011-07-19 20:00:00,277
4704,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,2011-07-19 21:00:00,241
4705,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0.0,36,120,2011-07-19 22:00:00,156
4706,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,19,73,2011-07-19 23:00:00,92
4707,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,11,29,2011-07-20 00:00:00,40
4708,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0.0,4,7,2011-07-20 01:00:00,11
4709,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0.0,2,7,2011-07-20 02:00:00,9
4710,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,2011-07-20 03:00:00,6
4711,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0.0,0,4,2011-07-20 04:00:00,4
4712,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,2011-07-20 05:00:00,23
4713,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,5,111,2011-07-20 06:00:00,116
4714,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,2011-07-20 07:00:00,303
4715,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0.0,34,404,2011-07-20 08:00:00,438
4716,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,2011-07-20 09:00:00,209
4717,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0.0,34,76,2011-07-20 10:00:00,110
4718,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,2011-07-20 11:00:00,142
4719,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0.0,28,121,2011-07-20 12:00:00,149
4720,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,2011-07-20 13:00:00,120
4721,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,2011-07-20 14:00:00,127
4722,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,2011-07-20 15:00:00,138
4723,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0.0,30,204,2011-07-20 16:00:00,234
4724,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,2011-07-20 17:00:00,455
4725,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,2011-07-20 18:00:00,497
4726,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,2011-07-20 19:00:00,382
4727,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,2011-07-20 20:00:00,309
4728,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,2011-07-20 21:00:00,242
4729,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,2011-07-20 22:00:00,169
4730,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,2011-07-20 23:00:00,99
4731,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,2011-07-21 00:00:00,42
4732,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,2011-07-21 01:00:00,21
4733,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,2011-07-21 02:00:00,6
4734,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,2011-07-21 03:00:00,6
4735,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,0,4,2011-07-21 04:00:00,4
4736,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,2011-07-21 05:00:00,18
4737,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,6,111,2011-07-21 06:00:00,117
4738,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,23,251,2011-07-21 07:00:00,274
4739,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,2011-07-21 08:00:00,381
4740,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,2011-07-21 09:00:00,200
4741,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,2011-07-21 10:00:00,78
4742,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,27,79,2011-07-21 11:00:00,106
4743,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,29,106,2011-07-21 12:00:00,135
4744,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,2011-07-21 13:00:00,102
4745,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,50,97,2011-07-21 14:00:00,147
4746,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,40,93,2011-07-21 15:00:00,133
4747,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,2011-07-21 16:00:00,210
4748,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,40,374,2011-07-21 17:00:00,414
4749,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,2011-07-21 18:00:00,382
4750,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,2011-07-21 19:00:00,284
4751,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,38,199,2011-07-21 20:00:00,237
4752,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,2011-07-21 21:00:00,225
4753,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,36,113,2011-07-21 22:00:00,149
4754,3,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,40,73,2011-07-21 23:00:00,113
4755,3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,9,51,2011-07-22 00:00:00,60
4756,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0.0,7,17,2011-07-22 01:00:00,24
4757,3,0,7,2,0,5,1,1,0.78,0.803,0.79,0.1343,0,14,2011-07-22 02:00:00,14
4758,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,1,6,2011-07-22 03:00:00,7
4759,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,8,5,2011-07-22 04:00:00,13
4760,3,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,2,17,2011-07-22 05:00:00,19
4761,3,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,13,83,2011-07-22 06:00:00,96
4762,3,0,7,7,0,5,1,2,0.8,0.803,0.66,0.1045,20,232,2011-07-22 07:00:00,252
4763,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,2011-07-22 08:00:00,322
4764,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,31,177,2011-07-22 09:00:00,208
4765,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,32,83,2011-07-22 10:00:00,115
4766,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,23,86,2011-07-22 11:00:00,109
4767,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,20,95,2011-07-22 12:00:00,115
4768,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,25,98,2011-07-22 13:00:00,123
4769,3,0,7,14,0,5,1,1,0.96,1.0,0.48,0.2985,24,77,2011-07-22 14:00:00,101
4770,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,32,101,2011-07-22 15:00:00,133
4771,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,2011-07-22 16:00:00,182
4772,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,35,271,2011-07-22 17:00:00,306
4773,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,34,250,2011-07-22 18:00:00,284
4774,3,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,40,210,2011-07-22 19:00:00,250
4775,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0.0,46,166,2011-07-22 20:00:00,212
4776,3,0,7,21,0,5,1,1,0.82,0.803,0.59,0.0896,38,152,2011-07-22 21:00:00,190
4777,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,44,105,2011-07-22 22:00:00,149
4778,3,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.194,19,84,2011-07-22 23:00:00,103
4779,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0.0,16,85,2011-07-23 00:00:00,101
4780,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,13,57,2011-07-23 01:00:00,70
4781,3,0,7,2,0,6,0,1,0.82,0.7727,0.52,0.0,13,48,2011-07-23 02:00:00,61
4782,3,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,6,16,2011-07-23 03:00:00,22
4783,3,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,5,4,2011-07-23 04:00:00,9
4784,3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,1,6,2011-07-23 05:00:00,7
4785,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,6,19,2011-07-23 06:00:00,25
4786,3,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,7,38,2011-07-23 07:00:00,45
4787,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,24,85,2011-07-23 08:00:00,109
4788,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,30,102,2011-07-23 09:00:00,132
4789,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,61,137,2011-07-23 10:00:00,198
4790,3,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.194,62,154,2011-07-23 11:00:00,216
4791,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,71,164,2011-07-23 12:00:00,235
4792,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,78,167,2011-07-23 13:00:00,245
4793,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0.0,84,152,2011-07-23 14:00:00,236
4794,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0.0,78,137,2011-07-23 15:00:00,215
4795,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,70,151,2011-07-23 16:00:00,221
4796,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,70,127,2011-07-23 17:00:00,197
4797,3,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,62,134,2011-07-23 18:00:00,196
4798,3,0,7,19,0,6,0,2,0.82,0.803,0.59,0.1343,80,137,2011-07-23 19:00:00,217
