instant,season,year,month,hour,holiday,working_day,weather_sit,feeling_temp,hum,wind_speed,datetime,cnt,rolling_mean_6,rolling_median_6,rolling_std_6,rolling_min_6,rolling_max_6,rolling_mean_24,rolling_median_24,rolling_std_24,rolling_min_24,rolling_max_24,rolling_mean_168,rolling_median_168,rolling_std_168,rolling_min_168,rolling_max_168,lag_1,lag_2,lag_8,lag_24,lag_72,lag_168
3488,2,0,5,5,1,0,2,0.5455,0.94,0.1045,2011-05-30 05:00:00,7,64.33333333333333,62.0,50.25402139795823,6.0,135.0,199.16666666666666,195.0,144.64308897560915,6.0,418.0,195.4404761904762,175.5,148.15082549342267,2.0,601.0,6.0,18.0,229.0,6.0,31.0,11.0
3489,2,0,5,6,1,0,2,0.5606,0.94,0.0896,2011-05-30 06:00:00,16,43.0,31.5,40.472212689693144,6.0,103.0,199.20833333333334,195.0,144.58515744578824,6.0,418.0,195.41666666666666,175.5,148.18096302963863,2.0,601.0,7.0,6.0,171.0,15.0,81.0,96.0
3490,2,0,5,7,1,0,2,0.5606,0.94,0.0,2011-05-30 07:00:00,31,28.5,17.0,28.48683906648378,6.0,79.0,199.25,195.0,144.52989761412,6.0,418.0,194.9404761904762,175.5,148.63022082835096,2.0,601.0,16.0,7.0,135.0,30.0,249.0,236.0
3491,2,0,5,8,1,0,2,0.5909,0.89,0.1045,2011-05-30 08:00:00,94,20.5,17.0,15.029970059841755,6.0,45.0,199.29166666666666,195.0,144.4791181441468,6.0,418.0,193.7202380952381,174.5,149.13177573567148,2.0,601.0,31.0,16.0,103.0,96.0,418.0,409.0
3492,2,0,5,9,1,0,1,0.697,0.74,0.0896,2011-05-30 09:00:00,128,28.666666666666668,17.0,33.260587286853685,6.0,94.0,199.20833333333334,195.0,144.54184866153102,6.0,418.0,191.8452380952381,172.5,148.387257877965,2.0,601.0,94.0,31.0,79.0,152.0,227.0,167.0
3493,2,0,5,10,1,0,1,0.7576,0.55,0.2537,2011-05-30 10:00:00,269,47.0,23.5,51.51310512869286,6.0,128.0,198.20833333333334,195.0,144.96505700900258,6.0,418.0,191.61309523809524,172.5,148.45684973982648,2.0,601.0,128.0,94.0,45.0,251.0,153.0,121.0
3494,2,0,5,11,1,0,1,0.7727,0.52,0.0,2011-05-30 11:00:00,321,90.83333333333333,62.5,99.34065968507792,7.0,269.0,198.95833333333334,195.0,145.2962428571571,6.0,418.0,192.49404761904762,174.5,148.47443768875382,2.0,601.0,269.0,128.0,18.0,319.0,166.0,180.0
3495,2,0,5,12,1,0,1,0.803,0.47,0.1045,2011-05-30 12:00:00,366,143.16666666666666,111.0,125.58569451440921,16.0,321.0,199.04166666666666,195.0,145.3686405889071,6.0,418.0,193.33333333333334,174.5,148.80154636159097,2.0,601.0,321.0,269.0,6.0,402.0,243.0,204.0
3496,2,0,5,13,1,0,1,0.7879,0.44,0.0896,2011-05-30 13:00:00,350,201.5,198.5,135.59166641058695,31.0,366.0,197.54166666666666,195.0,143.3551318948153,6.0,418.0,194.29761904761904,174.5,149.39480946837958,2.0,601.0,366.0,321.0,7.0,418.0,209.0,204.0
3497,2,0,5,14,1,0,1,0.803,0.39,0.0,2011-05-30 14:00:00,327,254.66666666666666,295.0,116.57386785496399,94.0,366.0,194.70833333333334,195.0,139.42661437868176,6.0,383.0,195.16666666666666,174.5,149.87546393795972,2.0,601.0,350.0,366.0,16.0,351.0,239.0,187.0
3498,2,0,5,15,1,0,1,0.803,0.39,0.2537,2011-05-30 15:00:00,311,293.5,324.0,87.5414187684891,128.0,366.0,193.70833333333334,195.0,138.3387396359319,6.0,383.0,196.0,174.5,150.21860318387624,2.0,601.0,327.0,350.0,31.0,376.0,356.0,176.0
3499,2,0,5,16,1,0,1,0.7879,0.37,0.2836,2011-05-30 16:00:00,309,324.0,324.0,33.62142174269256,269.0,366.0,191.0,195.0,135.21576959743365,6.0,383.0,196.80357142857142,174.5,150.4718430671689,2.0,601.0,311.0,327.0,94.0,361.0,419.0,279.0
3500,2,0,5,17,1,0,1,0.7879,0.41,0.2239,2011-05-30 17:00:00,304,330.6666666666667,324.0,22.739099952871317,309.0,366.0,188.83333333333334,195.0,132.76774970722,6.0,383.0,196.98214285714286,174.5,150.58772974539323,2.0,601.0,309.0,311.0,128.0,383.0,491.0,429.0
3501,2,0,5,18,1,0,1,0.7879,0.41,0.1642,2011-05-30 18:00:00,249,327.8333333333333,319.0,25.11904987587449,304.0,366.0,185.54166666666666,195.0,128.66031419701855,6.0,366.0,196.23809523809524,174.5,149.74090349928173,2.0,601.0,304.0,309.0,269.0,328.0,399.0,453.0
3502,2,0,5,19,1,0,2,0.5,0.48,0.1045,2011-05-30 19:00:00,225,308.3333333333333,310.0,33.55989670226439,249.0,350.0,182.25,195.0,125.83676451795792,6.0,366.0,195.02380952380952,174.5,148.4680232263159,2.0,601.0,249.0,304.0,321.0,287.0,279.0,358.0
3503,2,0,5,20,1,0,1,0.7121,0.58,0.0,2011-05-30 20:00:00,237,287.5,306.5,40.5844797921567,225.0,327.0,179.66666666666666,195.0,124.21883448406636,6.0,366.0,194.23214285714286,174.5,147.94747300658187,2.0,601.0,225.0,249.0,366.0,219.0,144.0,310.0
3504,2,0,5,21,1,0,1,0.697,0.7,0.1343,2011-05-30 21:00:00,149,272.5,276.5,39.68752952754763,225.0,311.0,180.41666666666666,198.0,124.52061699964058,6.0,366.0,193.79761904761904,174.5,147.7124395056699,2.0,601.0,237.0,225.0,350.0,229.0,151.0,188.0
3505,2,0,5,22,1,0,1,0.697,0.74,0.1642,2011-05-30 22:00:00,106,245.5,243.0,58.773293254674336,149.0,309.0,177.08333333333334,160.0,124.23397164280424,6.0,366.0,193.5654761904762,172.5,147.7522460950056,2.0,601.0,149.0,237.0,327.0,171.0,141.0,131.0
3506,2,0,5,23,1,0,1,0.6667,0.84,0.1045,2011-05-30 23:00:00,48,211.66666666666666,231.0,71.87674635559537,106.0,304.0,174.375,142.0,125.07799740475046,6.0,366.0,193.41666666666666,172.5,147.82820651930564,2.0,601.0,106.0,149.0,311.0,135.0,127.0,72.0
3507,2,0,5,0,0,1,1,0.6667,0.79,0.0896,2011-05-31 00:00:00,29,169.0,187.0,81.44937077718832,48.0,249.0,170.75,138.5,127.50592484102599,6.0,366.0,193.27380952380952,172.5,147.9577825521046,2.0,601.0,48.0,106.0,309.0,103.0,94.0,35.0
3508,2,0,5,1,0,1,1,0.6364,0.89,0.0896,2011-05-31 01:00:00,17,132.33333333333334,127.5,87.52523445650712,29.0,237.0,167.66666666666666,138.5,130.08414222329776,6.0,366.0,193.23809523809524,172.5,147.99693467028013,2.0,601.0,29.0,48.0,304.0,79.0,55.0,15.0
3509,2,0,5,2,0,1,2,0.5909,0.94,0.1343,2011-05-31 02:00:00,12,97.66666666666667,77.0,84.62544928487245,17.0,237.0,165.08333333333334,138.5,132.5144509483591,6.0,366.0,193.25,172.5,147.98259122406637,2.0,601.0,17.0,29.0,249.0,45.0,48.0,10.0
3510,2,0,5,3,0,1,2,0.5606,0.94,0.0,2011-05-31 03:00:00,4,60.166666666666664,38.5,55.30792589373148,12.0,149.0,163.70833333333334,138.5,133.97776556827185,6.0,366.0,193.26190476190476,172.5,147.9678407403313,2.0,601.0,12.0,17.0,225.0,18.0,15.0,2.0
3511,2,0,5,4,0,1,1,0.6061,0.83,0.0896,2011-05-31 04:00:00,3,36.0,23.0,37.56061767329992,4.0,106.0,163.125,138.5,134.66845358622223,4.0,366.0,193.27380952380952,172.5,147.95244026176962,2.0,601.0,4.0,12.0,237.0,6.0,4.0,4.0
3512,2,0,5,5,0,1,1,0.6061,0.83,0.0896,2011-05-31 05:00:00,26,18.833333333333332,14.5,17.174593639049114,3.0,48.0,163.0,138.5,134.82194376932588,3.0,366.0,193.26785714285714,172.5,147.96012058660713,2.0,601.0,3.0,4.0,149.0,7.0,7.0,24.0
3513,2,0,5,6,0,1,1,0.6364,0.79,0.0896,2011-05-31 06:00:00,109,15.166666666666666,14.5,10.907184176792102,3.0,29.0,163.79166666666666,138.5,133.9188525114039,3.0,366.0,193.2797619047619,172.5,147.9464997003835,2.0,601.0,26.0,3.0,106.0,16.0,19.0,112.0
3514,2,0,5,7,0,1,1,0.697,0.66,0.1045,2011-05-31 07:00:00,235,28.5,14.5,40.35219944438972,3.0,109.0,167.66666666666666,138.5,130.7648625409841,3.0,366.0,193.26190476190476,172.5,147.95654962180882,2.0,601.0,109.0,26.0,48.0,31.0,50.0,314.0
3515,2,0,5,8,0,1,1,0.7424,0.59,0.1343,2011-05-31 08:00:00,406,64.83333333333333,19.0,92.44547942796605,3.0,235.0,176.16666666666666,187.0,128.09801500911524,3.0,366.0,192.79166666666666,172.5,147.6958297777308,2.0,601.0,235.0,109.0,29.0,94.0,102.0,434.0
3516,2,0,5,9,0,1,1,0.7576,0.55,0.1343,2011-05-31 09:00:00,175,130.5,67.5,161.53111155439956,3.0,406.0,189.16666666666666,230.0,135.04030530908608,3.0,406.0,192.625,172.5,147.4375819418583,2.0,601.0,406.0,235.0,17.0,128.0,177.0,138.0
3517,2,0,5,10,0,1,1,0.7879,0.56,0.1343,2011-05-31 10:00:00,109,159.0,142.0,149.37603556126362,3.0,406.0,191.125,230.0,134.45423093897594,3.0,406.0,192.8452380952381,174.5,147.38312077224322,2.0,601.0,175.0,406.0,12.0,269.0,276.0,108.0
3518,2,0,5,11,0,1,1,0.803,0.47,0.0,2011-05-31 11:00:00,106,176.66666666666666,142.0,132.55740894671476,26.0,406.0,184.45833333333334,200.0,134.39169849060085,3.0,406.0,192.85119047619048,174.5,147.37969375158409,2.0,601.0,109.0,175.0,4.0,321.0,349.0,175.0
3519,2,0,5,12,0,1,1,0.803,0.47,0.1343,2011-05-31 12:00:00,162,190.0,142.0,117.54488504396912,106.0,406.0,175.5,162.0,132.0395197757431,3.0,406.0,192.4404761904762,172.5,147.52581028136393,2.0,601.0,106.0,109.0,3.0,366.0,358.0,170.0
3520,2,0,5,13,0,1,1,0.8333,0.39,0.1642,2011-05-31 13:00:00,147,198.83333333333334,168.5,112.10605098149959,106.0,406.0,167.0,155.5,125.65480665212435,3.0,406.0,192.39285714285714,172.5,147.53438798224886,2.0,601.0,162.0,106.0,26.0,350.0,385.0,190.0
3521,2,0,5,14,0,1,1,0.8182,0.37,0.0,2011-05-31 14:00:00,140,184.16666666666666,154.5,112.18452061967629,106.0,406.0,158.54166666666666,148.0,119.48148088872374,3.0,406.0,192.13690476190476,169.5,147.57585791539154,2.0,601.0,147.0,162.0,109.0,327.0,382.0,153.0
3522,2,0,5,15,0,1,1,0.8182,0.37,0.1642,2011-05-31 15:00:00,175,139.83333333333334,143.5,27.838223123370152,106.0,175.0,150.75,143.5,113.98941598465126,3.0,406.0,192.0595238095238,169.5,147.59990841001914,2.0,601.0,140.0,147.0,235.0,311.0,374.0,188.0
3523,2,0,5,16,0,1,1,0.8333,0.39,0.1343,2011-05-31 16:00:00,249,139.83333333333334,143.5,27.838223123370152,106.0,175.0,145.08333333333334,143.5,108.94550559066639,3.0,406.0,191.98214285714286,169.5,147.60545700175837,2.0,601.0,175.0,140.0,406.0,309.0,402.0,277.0
3524,2,0,5,17,0,1,1,0.803,0.53,0.2239,2011-05-31 17:00:00,495,163.16666666666666,154.5,48.11410049732365,106.0,249.0,142.58333333333334,143.5,105.65938575016216,3.0,406.0,191.8154761904762,169.5,147.52467122935295,2.0,601.0,249.0,175.0,175.0,304.0,341.0,548.0
3525,2,0,5,18,0,1,1,0.803,0.53,0.194,2011-05-31 18:00:00,417,228.0,168.5,136.5283853270079,140.0,495.0,150.54166666666666,143.5,123.95510378206828,3.0,495.0,191.5,169.5,146.8133769949815,2.0,601.0,495.0,249.0,109.0,249.0,385.0,564.0
3526,2,0,5,19,0,1,1,0.7424,0.62,0.1045,2011-05-31 19:00:00,285,270.5,212.0,150.81611319749615,140.0,495.0,157.54166666666666,143.5,134.0865973157283,3.0,495.0,190.625,169.5,145.006945425234,2.0,601.0,417.0,495.0,106.0,225.0,252.0,355.0
3527,2,0,5,20,0,1,1,0.7424,0.62,0.1045,2011-05-31 20:00:00,251,293.5,267.0,138.2110704683239,140.0,495.0,160.04166666666666,143.5,135.94547473693052,3.0,495.0,190.20833333333334,169.5,144.63188267814897,2.0,601.0,285.0,417.0,162.0,237.0,196.0,280.0
3528,2,0,5,21,0,1,1,0.7273,0.66,0.1045,2011-05-31 21:00:00,210,312.0,268.0,119.75140917751244,175.0,495.0,160.625,143.5,136.31957736845132,3.0,495.0,190.03571428571428,169.5,144.54135155610757,2.0,601.0,251.0,285.0,147.0,149.0,201.0,189.0
3529,2,0,5,22,0,1,1,0.697,0.7,0.1642,2011-05-31 22:00:00,159,317.8333333333333,268.0,112.3679966301201,210.0,495.0,163.16666666666666,143.5,136.66164713298897,3.0,495.0,190.16071428571428,169.5,144.54953071741315,2.0,601.0,210.0,251.0,140.0,106.0,161.0,141.0
3530,2,0,5,23,0,1,1,0.697,0.79,0.0896,2011-05-31 23:00:00,61,302.8333333333333,268.0,128.2753548686055,159.0,495.0,165.375,153.0,136.1248827204355,3.0,495.0,190.26785714285714,169.5,144.51954152572486,2.0,601.0,159.0,210.0,175.0,48.0,125.0,66.0
3531,2,0,6,0,0,1,1,0.6667,0.79,0.1642,2011-06-01 00:00:00,34,230.5,230.5,120.36236953466786,61.0,417.0,165.91666666666666,153.0,135.66259830811987,3.0,495.0,190.23809523809524,169.5,144.54579856011034,2.0,601.0,61.0,159.0,249.0,29.0,83.0,35.0
3532,2,0,6,1,0,1,1,0.6667,0.84,0.2537,2011-06-01 01:00:00,17,166.66666666666666,184.5,101.80111328795259,34.0,285.0,166.125,153.0,135.44686508321152,3.0,495.0,190.23214285714286,169.5,144.55224997427774,2.0,601.0,34.0,61.0,495.0,17.0,66.0,8.0
3533,2,0,6,2,0,1,1,0.6667,0.79,0.1642,2011-06-01 02:00:00,3,122.0,110.0,98.22830549286623,17.0,251.0,166.125,153.0,135.44686508321152,3.0,495.0,190.28571428571428,169.5,144.4859623895358,2.0,601.0,17.0,34.0,417.0,12.0,61.0,8.0
3534,2,0,6,3,0,1,1,0.6364,0.89,0.194,2011-06-01 03:00:00,6,80.66666666666667,47.5,84.27732000168541,3.0,210.0,165.75,153.0,135.90381829105132,3.0,495.0,190.25595238095238,169.5,144.5242451957001,2.0,601.0,3.0,17.0,285.0,4.0,26.0,9.0
3535,2,0,6,4,0,1,2,0.6364,0.89,0.2239,2011-06-01 04:00:00,4,46.666666666666664,25.5,59.034453217307394,3.0,159.0,165.83333333333334,153.0,135.80089859044068,3.0,495.0,190.23809523809524,169.5,144.54695849695807,2.0,601.0,6.0,3.0,251.0,3.0,23.0,3.0
3536,2,0,6,5,0,1,2,0.5909,0.89,0.0896,2011-06-01 05:00:00,21,20.833333333333332,11.5,22.903420414131023,3.0,61.0,165.875,153.0,135.74890903557187,3.0,495.0,190.24404761904762,169.5,144.5392223263437,2.0,601.0,4.0,6.0,210.0,26.0,6.0,25.0
3537,2,0,6,6,0,1,2,0.6364,0.89,0.0896,2011-06-01 06:00:00,128,14.166666666666666,11.5,12.188792666479657,3.0,34.0,165.66666666666666,153.0,135.97655381868574,3.0,495.0,190.2202380952381,169.5,144.5669322885428,2.0,601.0,21.0,4.0,159.0,109.0,15.0,117.0
3538,2,0,6,7,0,1,2,0.6667,0.79,0.1642,2011-06-01 07:00:00,284,29.833333333333332,11.5,48.65148164924108,3.0,128.0,166.45833333333334,153.0,135.68729368171068,3.0,495.0,190.28571428571428,169.5,144.53605906328886,2.0,601.0,128.0,21.0,61.0,235.0,30.0,313.0
3539,2,0,6,8,0,1,2,0.697,0.79,0.194,2011-06-01 08:00:00,454,74.33333333333333,13.5,113.48068851864832,3.0,284.0,168.5,153.0,137.12450705392803,3.0,495.0,190.11309523809524,169.5,144.40588280663786,2.0,601.0,284.0,128.0,34.0,406.0,96.0,531.0
3540,2,0,6,9,0,1,2,0.7121,0.74,0.2239,2011-06-01 09:00:00,207,149.5,74.5,184.14532304677158,4.0,454.0,170.5,153.0,141.03345270753616,3.0,495.0,189.6547619047619,169.5,143.43639655759588,2.0,601.0,454.0,284.0,17.0,175.0,152.0,234.0
3541,2,0,6,10,0,1,2,0.7424,0.75,0.2537,2011-06-01 10:00:00,115,183.0,167.5,170.60363419341306,4.0,454.0,171.83333333333334,153.0,141.22897432328094,3.0,495.0,189.49404761904762,169.5,143.40153403766956,2.0,601.0,207.0,454.0,3.0,109.0,251.0,135.0
3542,2,0,6,11,0,1,2,0.803,0.59,0.2239,2011-06-01 11:00:00,112,201.5,167.5,152.35320803973877,21.0,454.0,172.08333333333334,153.0,141.1181794798611,3.0,495.0,189.375,169.5,143.4553358478988,2.0,601.0,115.0,207.0,6.0,106.0,319.0,140.0
3543,2,0,6,12,0,1,1,0.8333,0.53,0.0,2011-06-01 12:00:00,169,216.66666666666666,167.5,134.24405635508262,112.0,454.0,172.33333333333334,153.0,141.00128481273043,3.0,495.0,189.20833333333334,169.5,143.5292894712701,2.0,601.0,112.0,115.0,4.0,162.0,402.0,210.0
3544,2,0,6,13,0,1,1,0.8182,0.37,0.194,2011-06-01 13:00:00,154,223.5,188.0,129.79791986006532,112.0,454.0,172.625,153.0,140.98621964729367,3.0,495.0,188.96428571428572,168.5,143.52858184582007,2.0,601.0,169.0,112.0,21.0,147.0,418.0,202.0
3545,2,0,6,14,0,1,1,0.8182,0.37,0.2537,2011-06-01 14:00:00,145,201.83333333333334,161.5,128.5230199873415,112.0,454.0,172.91666666666666,156.5,140.93813526159144,3.0,495.0,188.67857142857142,167.0,143.55025081178542,2.0,601.0,154.0,169.0,128.0,140.0,351.0,168.0
3546,2,0,6,15,0,1,1,0.8333,0.39,0.2985,2011-06-01 15:00:00,152,150.33333333333334,149.5,35.550902473306394,112.0,207.0,173.125,156.5,140.89105026039948,3.0,495.0,188.54166666666666,164.0,143.5810545008524,2.0,601.0,145.0,154.0,284.0,175.0,376.0,182.0
3547,2,0,6,16,0,1,1,0.803,0.47,0.2985,2011-06-01 16:00:00,266,141.16666666666666,148.5,22.833454987507587,112.0,169.0,172.16666666666666,153.0,140.9559495379499,3.0,495.0,188.36309523809524,161.5,143.60789203186252,2.0,601.0,152.0,145.0,454.0,249.0,361.0,299.0
3548,2,0,6,17,0,1,1,0.803,0.47,0.2985,2011-06-01 17:00:00,486,166.33333333333334,153.0,52.35519713138856,112.0,266.0,172.875,153.0,141.40085249727693,3.0,495.0,188.16666666666666,161.5,143.4781656975584,2.0,601.0,266.0,152.0,207.0,495.0,383.0,601.0
3549,2,0,6,18,0,1,3,0.7879,0.56,0.3881,2011-06-01 18:00:00,309,228.66666666666666,161.5,133.88602117721854,145.0,486.0,172.5,153.0,140.51860467877452,3.0,486.0,187.48214285714286,161.5,141.76082468629988,2.0,517.0,486.0,266.0,115.0,417.0,328.0,517.0
3550,2,0,6,19,0,1,2,0.7121,0.79,0.1642,2011-06-01 19:00:00,264,252.0,210.0,133.60688605008338,145.0,486.0,168.0,153.0,133.9227551532085,3.0,486.0,186.24404761904762,161.5,139.75986664145876,2.0,495.0,309.0,486.0,112.0,285.0,287.0,405.0
3551,2,0,6,20,0,1,2,0.7121,0.79,0.2537,2011-06-01 20:00:00,256,270.3333333333333,265.0,124.72155654363303,145.0,486.0,167.125,153.0,133.19169333675876,3.0,486.0,185.4047619047619,161.5,138.8587891726044,2.0,495.0,264.0,309.0,169.0,251.0,219.0,340.0
3552,2,0,6,21,0,1,1,0.697,0.7,0.2836,2011-06-01 21:00:00,190,288.8333333333333,265.0,109.7459186788587,152.0,486.0,167.33333333333334,153.0,133.33242753315565,3.0,486.0,184.9047619047619,161.5,138.4494217120388,2.0,495.0,256.0,264.0,154.0,210.0,229.0,236.0
3553,2,0,6,22,0,1,1,0.697,0.66,0.1343,2011-06-01 22:00:00,129,295.1666666666667,265.0,101.01963505510537,190.0,486.0,166.5,153.0,133.11649033835042,3.0,486.0,184.63095238095238,161.5,138.39324165440445,2.0,495.0,190.0,256.0,145.0,159.0,171.0,174.0
3554,2,0,6,23,0,1,1,0.6667,0.51,0.1642,2011-06-01 23:00:00,69,272.3333333333333,260.0,122.19438066730667,129.0,486.0,165.25,148.5,133.33066120510858,3.0,486.0,184.36309523809524,160.5,138.45747420351535,2.0,495.0,129.0,190.0,152.0,61.0,135.0,86.0
3555,2,0,6,0,0,1,1,0.6515,0.4,0.3582,2011-06-02 00:00:00,42,202.83333333333334,223.0,90.95804893832421,69.0,309.0,165.58333333333334,148.5,133.06844158149474,3.0,486.0,184.26190476190476,160.5,138.5359824027756,2.0,495.0,69.0,129.0,266.0,34.0,103.0,45.0
3556,2,0,6,1,0,1,1,0.6515,0.38,0.1045,2011-06-02 01:00:00,15,158.33333333333334,159.5,93.89497679144789,42.0,264.0,165.91666666666666,148.5,132.73409727613432,3.0,486.0,184.24404761904762,160.5,138.5542327518676,2.0,495.0,42.0,69.0,486.0,17.0,79.0,16.0
3557,2,0,6,2,0,1,1,0.6364,0.39,0.0,2011-06-02 02:00:00,6,116.83333333333333,99.0,92.87285215102688,15.0,256.0,165.83333333333334,148.5,132.83224682697193,3.0,486.0,184.23809523809524,160.5,138.56152519589818,2.0,495.0,15.0,42.0,309.0,3.0,45.0,14.0
3558,2,0,6,3,0,1,1,0.6212,0.44,0.1045,2011-06-02 03:00:00,4,75.16666666666667,55.5,71.5916661816615,6.0,190.0,165.95833333333334,148.5,132.6736693403481,4.0,486.0,184.1904761904762,160.5,138.6217423554617,2.0,495.0,6.0,15.0,264.0,6.0,18.0,4.0
3559,2,0,6,4,0,1,1,0.6212,0.41,0.194,2011-06-02 04:00:00,3,44.166666666666664,28.5,48.45375802418657,4.0,129.0,165.875,148.5,132.77909490382288,4.0,486.0,184.1904761904762,160.5,138.6217423554617,2.0,495.0,4.0,6.0,256.0,4.0,6.0,2.0
3560,2,0,6,5,0,1,1,0.6212,0.39,0.2239,2011-06-02 05:00:00,31,23.166666666666668,10.5,26.79863180586658,3.0,69.0,165.83333333333334,148.5,132.83224682697193,3.0,486.0,184.19642857142858,160.5,138.6138935466947,3.0,495.0,3.0,4.0,190.0,21.0,7.0,27.0
3561,2,0,6,6,0,1,1,0.6212,0.39,0.1343,2011-06-02 06:00:00,113,16.833333333333332,10.5,16.191561588259415,3.0,42.0,166.25,148.5,132.37307292188527,3.0,486.0,184.2202380952381,160.5,138.5870713827011,3.0,495.0,31.0,3.0,129.0,128.0,16.0,98.0
3562,2,0,6,7,0,1,1,0.6364,0.34,0.2537,2011-06-02 07:00:00,304,28.666666666666668,10.5,42.62706495486652,3.0,113.0,165.625,148.5,132.5967448285612,3.0,486.0,184.3095238095238,160.5,138.5360132767725,3.0,495.0,113.0,31.0,69.0,284.0,31.0,286.0
3563,2,0,6,8,0,1,1,0.6364,0.32,0.2985,2011-06-02 08:00:00,467,76.83333333333333,18.5,118.98473291421239,3.0,304.0,166.45833333333334,148.5,133.43325286829605,3.0,486.0,184.41666666666666,160.5,138.62206478878926,3.0,495.0,304.0,113.0,42.0,454.0,94.0,489.0
3564,2,0,6,9,0,1,1,0.6364,0.26,0.3582,2011-06-02 09:00:00,225,153.66666666666666,72.0,191.09125219817503,3.0,467.0,167.0,148.5,134.67190404509242,3.0,486.0,184.28571428571428,160.5,138.34272043620595,3.0,495.0,467.0,304.0,15.0,207.0,128.0,216.0
3565,2,0,6,10,0,1,1,0.6515,0.28,0.4925,2011-06-02 10:00:00,139,190.5,169.0,177.2723892770668,3.0,467.0,167.75,148.5,134.9541790193351,3.0,486.0,184.33928571428572,160.5,138.35681677023373,3.0,495.0,225.0,467.0,6.0,115.0,269.0,143.0
3566,2,0,6,11,0,1,1,0.6515,0.28,0.3881,2011-06-02 11:00:00,165,213.16666666666666,182.0,155.91076507626593,31.0,467.0,168.75,148.5,134.63485239068305,3.0,486.0,184.3154761904762,160.5,138.36431732911282,3.0,495.0,139.0,225.0,4.0,112.0,321.0,160.0
3567,2,0,6,12,0,1,1,0.6667,0.25,0.4627,2011-06-02 12:00:00,232,235.5,195.0,132.42620586575734,113.0,467.0,170.95833333333334,153.0,134.09713519187056,3.0,486.0,184.3452380952381,161.5,138.35959346188065,3.0,495.0,165.0,139.0,3.0,169.0,366.0,194.0
3568,2,0,6,13,0,1,1,0.6818,0.24,0.3582,2011-06-02 13:00:00,203,255.33333333333334,228.5,118.59960651986425,139.0,467.0,173.58333333333334,153.0,134.6725228314865,3.0,486.0,184.57142857142858,161.5,138.40652486386966,3.0,495.0,232.0,165.0,31.0,154.0,350.0,197.0
3569,2,0,6,14,0,1,1,0.6667,0.24,0.3284,2011-06-02 14:00:00,185,238.5,214.0,117.47297561567063,139.0,467.0,175.625,158.5,134.7341383743497,3.0,486.0,184.60714285714286,161.5,138.41052518362943,3.0,495.0,203.0,232.0,113.0,145.0,327.0,189.0
3570,2,0,6,15,0,1,1,0.6818,0.21,0.3881,2011-06-02 15:00:00,188,191.5,194.0,35.76450754588831,139.0,232.0,177.29166666666666,175.0,134.58615445510972,3.0,486.0,184.58333333333334,161.5,138.4101090362732,3.0,495.0,185.0,203.0,304.0,152.0,311.0,141.0
3571,2,0,6,16,0,1,1,0.6818,0.22,0.4925,2011-06-02 16:00:00,318,185.33333333333334,186.5,31.80356374160862,139.0,232.0,178.79166666666666,186.5,134.49259852486742,3.0,486.0,184.86309523809524,163.5,138.36898191729642,3.0,495.0,188.0,185.0,467.0,266.0,309.0,291.0
3572,2,0,6,17,0,1,1,0.6515,0.2,0.5224,2011-06-02 17:00:00,572,215.16666666666666,195.5,55.083270297492234,165.0,318.0,180.95833333333334,186.5,136.36443472537542,3.0,486.0,185.02380952380952,163.5,138.5086068092912,3.0,495.0,318.0,188.0,225.0,486.0,304.0,494.0
3573,2,0,6,18,0,1,1,0.6515,0.22,0.3881,2011-06-02 18:00:00,525,283.0,217.5,149.91731054151148,185.0,572.0,184.54166666666666,186.5,145.54932800964124,3.0,572.0,185.48809523809524,163.5,139.6763147828583,3.0,572.0,572.0,318.0,139.0,309.0,249.0,478.0
3574,2,0,6,19,0,1,1,0.6364,0.23,0.2985,2011-06-02 19:00:00,379,331.8333333333333,260.5,175.51685579073796,185.0,572.0,193.54166666666666,186.5,159.5815122687186,3.0,572.0,185.76785714285714,163.5,140.31132933690975,3.0,572.0,525.0,572.0,165.0,264.0,225.0,378.0
3575,2,0,6,20,0,1,1,0.6364,0.24,0.194,2011-06-02 20:00:00,337,361.1666666666667,348.5,164.0090444660499,185.0,572.0,198.33333333333334,186.5,163.46829679779256,3.0,572.0,185.77380952380952,163.5,140.31955413991054,3.0,572.0,379.0,525.0,232.0,256.0,237.0,322.0
3576,2,0,6,21,0,1,1,0.6212,0.31,0.194,2011-06-02 21:00:00,248,386.5,358.0,141.55811527425791,188.0,572.0,201.70833333333334,186.5,165.5337819631228,3.0,572.0,185.86309523809524,163.5,140.41149643274156,3.0,572.0,337.0,379.0,203.0,190.0,149.0,223.0
3577,2,0,6,22,0,1,1,0.6212,0.33,0.2537,2011-06-02 22:00:00,155,396.5,358.0,125.9948411642322,248.0,572.0,204.125,186.5,165.77861416070428,3.0,572.0,186.01190476190476,163.5,140.46432786418794,3.0,572.0,248.0,337.0,185.0,129.0,106.0,180.0
3578,2,0,6,23,0,1,1,0.6212,0.35,0.2239,2011-06-02 23:00:00,112,369.3333333333333,358.0,159.4398528181293,155.0,572.0,205.20833333333334,186.5,165.35074161800236,3.0,572.0,185.86309523809524,161.5,140.48397635288845,3.0,572.0,155.0,248.0,188.0,69.0,48.0,90.0
